computed_at,domain,series_id,series_label,latest_period,latest_value,latest_change,prior_change_mean,prior_change_std,z_score,is_anomaly,n_prior_changes
2026-09-07T13:06:59Z,trade,Botswana:71:Import,"Botswana — Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin (Import)",2023,954634654.68,-1294782378.0940003,102484507.69675,676064666.60546,-2.067,True,4
2026-09-07T13:06:59Z,trade,Botswana:72:Import,Botswana — Iron and steel (Import),2023,114871758.116,20943634.339,6014019.68475,34795215.87949,0.429,False,4
2026-09-07T13:06:59Z,trade,Botswana:73:Import,Botswana — Iron or steel articles (Import),2023,130101951.427,-34082015.51799999,10091264.3125,39495760.642374,-1.118,False,4
2026-09-07T13:06:59Z,trade,Botswana:84:Export,"Botswana — Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof (Export)",2023,40610619.804,-4798037.765000001,-1353178.024,5680787.004315,-0.606,False,4
2026-09-07T13:06:59Z,trade,Botswana:84:Import,"Botswana — Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof (Import)",2023,541318254.648,-47733191.91100001,24549927.206,98813229.667628,-0.732,False,4
2026-09-07T13:06:59Z,trade,Botswana:85:Export,"Botswana — Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles (Export)",2023,181427017.419,12369845.308999985,6302842.81925,34768631.167199,0.174,False,4
2026-09-07T13:06:59Z,trade,Botswana:85:Import,"Botswana — Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles (Import)",2023,343985267.07,-35445529.31700003,6531521.88875,30945364.883151,-1.356,False,4
2026-09-07T13:06:59Z,trade,Botswana:87:Export,"Botswana — Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof (Export)",2023,27429847.586,-6570545.507000003,-1776701.7595,8684344.803646,-0.552,False,4
2026-09-07T13:06:59Z,trade,Botswana:87:Import,"Botswana — Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof (Import)",2023,455561160.601,-1889425.9629999995,729426.154,110246779.206262,-0.024,False,4
2026-09-07T13:06:59Z,trade,Botswana:90:Import,"Botswana — Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories (Import)",2023,77958570.089,-8122306.398000002,311559.94825,10249704.530161,-0.823,False,4
2026-09-07T13:06:59Z,trade,Botswana:94:Import,"Botswana — Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings (Import)",2023,63004123.099,-7016709.026000001,-1727907.75125,8871722.530422,-0.596,False,4
