computed_at,metric_id,metric_label,latest_actual_year,latest_actual_value,target_year,target_value,required_annual_change,recent_trend_annual_change,pace_gap,interpretation
2026-09-08T05:52:30Z,gdp_per_capita_growth,Lesotho GDP per capita growth (annual %),2025,0.8648,2030,7.0,1.227,0.4646,0.7625,Current recent-5yr trend implies ~0.46 pts/yr average change; hitting the 7.0% target by 2030 needs ~1.23 pts/yr -- a further 0.76 pts/yr of acceleration beyond the current trend.
2026-09-08T05:52:30Z,complexity_log_fitness_score,Lesotho log-Fitness score (continuous complexity),2023,-23.4203,2030,1.6094,3.5757,-0.2242,3.7999,"Current recent-5yr trend implies ~-0.224 pts/yr; closing the gap to the current #1-ranked country's score by 2030 needs ~3.576 pts/yr -- a further 3.800 pts/yr beyond the current trend, which is currently moving the WRONG direction relative to this goal."
