pulled_at,date,base_currency,quote_currency,rate,note
2026-09-08T12:10:19Z,2015-03-04,USD,ZAR,11.7827,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-03-05,USD,ZAR,11.7592,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-03-06,USD,ZAR,11.7791,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-03-09,USD,ZAR,12.0885,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-03-10,USD,ZAR,12.2806,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-03-11,USD,ZAR,12.2949,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-03-12,USD,ZAR,12.2145,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-03-13,USD,ZAR,12.4658,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-03-16,USD,ZAR,12.401,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-03-17,USD,ZAR,12.394,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-03-18,USD,ZAR,12.3724,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-03-19,USD,ZAR,12.252,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-03-20,USD,ZAR,12.122,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-03-23,USD,ZAR,11.9715,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-03-24,USD,ZAR,11.8374,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-03-25,USD,ZAR,11.7955,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-03-26,USD,ZAR,11.8645,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-03-27,USD,ZAR,12.0214,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-03-30,USD,ZAR,12.1204,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-03-31,USD,ZAR,12.206,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-04-01,USD,ZAR,12.0884,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-04-02,USD,ZAR,11.9991,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-04-07,USD,ZAR,11.8323,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-04-08,USD,ZAR,11.7825,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-04-09,USD,ZAR,11.7882,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-04-10,USD,ZAR,12.059,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-04-13,USD,ZAR,12.1549,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-04-14,USD,ZAR,12.1261,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-04-15,USD,ZAR,12.153,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-04-16,USD,ZAR,12.0513,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-04-17,USD,ZAR,11.9467,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-04-20,USD,ZAR,12.1001,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-04-21,USD,ZAR,12.1099,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-04-22,USD,ZAR,12.1341,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-04-23,USD,ZAR,12.2541,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-04-24,USD,ZAR,12.1825,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-04-27,USD,ZAR,12.1092,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-04-28,USD,ZAR,11.907,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-04-29,USD,ZAR,11.878,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-04-30,USD,ZAR,11.8068,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-05-04,USD,ZAR,12.0508,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-05-05,USD,ZAR,12.048,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-05-06,USD,ZAR,12.034,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-05-07,USD,ZAR,11.9962,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-05-08,USD,ZAR,12.0548,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-05-11,USD,ZAR,11.9892,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-05-12,USD,ZAR,12.1298,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-05-13,USD,ZAR,11.982,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-05-14,USD,ZAR,11.8335,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-05-15,USD,ZAR,11.8678,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-05-18,USD,ZAR,11.858,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-05-19,USD,ZAR,11.8551,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-05-20,USD,ZAR,11.8979,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-05-21,USD,ZAR,11.777,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-05-22,USD,ZAR,11.7828,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-05-25,USD,ZAR,11.9361,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-05-26,USD,ZAR,12.0124,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-05-27,USD,ZAR,12.1164,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-05-28,USD,ZAR,12.1146,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-05-29,USD,ZAR,12.1613,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-06-01,USD,ZAR,12.2548,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-06-02,USD,ZAR,12.2592,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-06-03,USD,ZAR,12.2588,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-06-04,USD,ZAR,12.3376,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-06-05,USD,ZAR,12.402,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-06-08,USD,ZAR,12.584,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-06-09,USD,ZAR,12.4345,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-06-10,USD,ZAR,12.368,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-06-11,USD,ZAR,12.4289,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-06-12,USD,ZAR,12.4135,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-06-15,USD,ZAR,12.424,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-06-16,USD,ZAR,12.4482,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-06-17,USD,ZAR,12.4325,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-06-18,USD,ZAR,12.1762,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-06-19,USD,ZAR,12.2673,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-06-22,USD,ZAR,12.156,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-06-23,USD,ZAR,12.1844,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-06-24,USD,ZAR,12.125,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-06-25,USD,ZAR,12.1029,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-06-26,USD,ZAR,12.1775,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-06-29,USD,ZAR,12.2549,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-06-30,USD,ZAR,12.192,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-07-01,USD,ZAR,12.1917,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-07-02,USD,ZAR,12.3537,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-07-03,USD,ZAR,12.289,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-07-06,USD,ZAR,12.4211,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-07-07,USD,ZAR,12.479,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-07-08,USD,ZAR,12.5158,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-07-09,USD,ZAR,12.456,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-07-10,USD,ZAR,12.4118,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-07-13,USD,ZAR,12.4885,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-07-14,USD,ZAR,12.401,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-07-15,USD,ZAR,12.3523,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-07-16,USD,ZAR,12.4172,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-07-17,USD,ZAR,12.3235,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-07-20,USD,ZAR,12.411,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-07-21,USD,ZAR,12.395,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-07-22,USD,ZAR,12.3759,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-07-23,USD,ZAR,12.4286,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-07-24,USD,ZAR,12.633,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-07-27,USD,ZAR,12.6865,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-07-28,USD,ZAR,12.5615,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-07-29,USD,ZAR,12.5401,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-07-30,USD,ZAR,12.6848,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-07-31,USD,ZAR,12.6935,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-08-03,USD,ZAR,12.7182,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-08-04,USD,ZAR,12.6561,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-08-05,USD,ZAR,12.7707,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-08-06,USD,ZAR,12.7611,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-08-07,USD,ZAR,12.6998,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-08-10,USD,ZAR,12.7258,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-08-11,USD,ZAR,12.7209,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-08-12,USD,ZAR,12.7452,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-08-13,USD,ZAR,12.8009,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-08-14,USD,ZAR,12.7945,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-08-17,USD,ZAR,12.9135,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-08-18,USD,ZAR,12.9156,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-08-19,USD,ZAR,12.9008,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-08-20,USD,ZAR,12.946,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-08-21,USD,ZAR,12.9413,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-08-24,USD,ZAR,13.2672,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-08-25,USD,ZAR,13.055,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-08-26,USD,ZAR,13.0675,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-08-27,USD,ZAR,13.117,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-08-28,USD,ZAR,13.2362,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-08-31,USD,ZAR,13.3345,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-09-01,USD,ZAR,13.3858,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-09-02,USD,ZAR,13.4589,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-09-03,USD,ZAR,13.615,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-09-04,USD,ZAR,13.624,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-09-07,USD,ZAR,13.9155,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-09-08,USD,ZAR,13.8156,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-09-09,USD,ZAR,13.6705,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-09-10,USD,ZAR,13.8566,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-09-11,USD,ZAR,13.5682,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-09-14,USD,ZAR,13.582,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-09-15,USD,ZAR,13.4777,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-09-16,USD,ZAR,13.3595,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-09-17,USD,ZAR,13.3857,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-09-18,USD,ZAR,13.2202,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-09-21,USD,ZAR,13.3396,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-09-22,USD,ZAR,13.6748,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-09-23,USD,ZAR,13.658,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-09-24,USD,ZAR,13.998,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-09-25,USD,ZAR,13.7372,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-09-28,USD,ZAR,14.0312,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-09-29,USD,ZAR,13.9068,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-09-30,USD,ZAR,13.8342,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-10-01,USD,ZAR,13.8523,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-10-02,USD,ZAR,13.8979,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-10-05,USD,ZAR,13.59,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-10-06,USD,ZAR,13.6856,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-10-07,USD,ZAR,13.3756,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-10-08,USD,ZAR,13.4669,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-10-09,USD,ZAR,13.2612,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-10-12,USD,ZAR,13.2726,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-10-13,USD,ZAR,13.457,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-10-14,USD,ZAR,13.4175,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-10-15,USD,ZAR,13.1093,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-10-16,USD,ZAR,13.146,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-10-19,USD,ZAR,13.1924,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-10-20,USD,ZAR,13.1996,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-10-21,USD,ZAR,13.4265,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-10-22,USD,ZAR,13.5249,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-10-23,USD,ZAR,13.4434,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-10-26,USD,ZAR,13.571,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-10-27,USD,ZAR,13.7429,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-10-28,USD,ZAR,13.5797,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-10-29,USD,ZAR,13.8378,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-10-30,USD,ZAR,13.817,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-11-02,USD,ZAR,13.7646,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-11-03,USD,ZAR,13.8978,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-11-04,USD,ZAR,13.8162,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-11-05,USD,ZAR,13.8862,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-11-06,USD,ZAR,13.9483,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-11-09,USD,ZAR,14.253,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-11-10,USD,ZAR,14.3512,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-11-11,USD,ZAR,14.185,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
2026-09-08T12:10:19Z,2015-11-12,USD,ZAR,14.2578,LSL is pegged 1:1 to ZAR under the Common Monetary Area -- this rate applies directly to the Loti.
