pulled_at,country,country_code,indicator_code,indicator_name,outcome_link,year,value
2026-09-03T12:26:23Z,Namibia,NAM,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Diagnosis Ch.1.3 — trade balance,2013,-22.7209343998756
2026-09-03T12:26:23Z,Namibia,NAM,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Diagnosis Ch.1.3 — trade balance,2012,-20.096732750456
2026-09-03T12:26:23Z,Namibia,NAM,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Diagnosis Ch.1.3 — trade balance,2011,-11.1095839124728
2026-09-03T12:26:23Z,Namibia,NAM,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Diagnosis Ch.1.3 — trade balance,2010,-11.5085682164781
2026-09-03T12:26:23Z,Eswatini,SWZ,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Diagnosis Ch.1.3 — trade balance,2024,0.0311626895781123
2026-09-03T12:26:23Z,Eswatini,SWZ,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Diagnosis Ch.1.3 — trade balance,2023,-2.72256641397277
2026-09-03T12:26:23Z,Eswatini,SWZ,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Diagnosis Ch.1.3 — trade balance,2022,-3.58079968705872
2026-09-03T12:26:23Z,Eswatini,SWZ,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Diagnosis Ch.1.3 — trade balance,2021,-0.706247135492002
2026-09-03T12:26:23Z,Eswatini,SWZ,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Diagnosis Ch.1.3 — trade balance,2020,3.19236839221699
2026-09-03T12:26:23Z,Eswatini,SWZ,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Diagnosis Ch.1.3 — trade balance,2019,2.88217418404749
2026-09-03T12:26:23Z,Eswatini,SWZ,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Diagnosis Ch.1.3 — trade balance,2018,-3.74853763748003
2026-09-03T12:26:23Z,Eswatini,SWZ,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Diagnosis Ch.1.3 — trade balance,2017,-0.567543996378353
2026-09-03T12:26:23Z,Eswatini,SWZ,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Diagnosis Ch.1.3 — trade balance,2016,1.21537376258306
2026-09-03T12:26:23Z,Eswatini,SWZ,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Diagnosis Ch.1.3 — trade balance,2015,1.45545753617391
2026-09-03T12:26:23Z,Eswatini,SWZ,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Diagnosis Ch.1.3 — trade balance,2014,-0.978679978616019
2026-09-03T12:26:23Z,Eswatini,SWZ,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Diagnosis Ch.1.3 — trade balance,2013,-1.58930127536956
2026-09-03T12:26:23Z,South Africa,ZAF,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Diagnosis Ch.1.3 — trade balance,2025,1.90929232808787
2026-09-03T12:26:23Z,South Africa,ZAF,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Diagnosis Ch.1.3 — trade balance,2024,1.93704365623559
2026-09-03T12:26:23Z,South Africa,ZAF,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Diagnosis Ch.1.3 — trade balance,2023,0.827749537292378
2026-09-03T12:26:23Z,South Africa,ZAF,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Diagnosis Ch.1.3 — trade balance,2022,2.13174623051444
2026-09-03T12:26:23Z,South Africa,ZAF,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Diagnosis Ch.1.3 — trade balance,2021,6.21850738256707
2026-09-03T12:26:23Z,South Africa,ZAF,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Diagnosis Ch.1.3 — trade balance,2020,4.39216924037491
2026-09-03T12:26:23Z,South Africa,ZAF,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Diagnosis Ch.1.3 — trade balance,2019,0.506262402089596
2026-09-03T12:26:23Z,South Africa,ZAF,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Diagnosis Ch.1.3 — trade balance,2018,0.508529174050609
2026-09-03T12:26:23Z,South Africa,ZAF,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Diagnosis Ch.1.3 — trade balance,2017,1.1442197330691
2026-09-03T12:26:23Z,South Africa,ZAF,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Diagnosis Ch.1.3 — trade balance,2016,0.45091883491279
2026-09-03T12:26:23Z,South Africa,ZAF,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Diagnosis Ch.1.3 — trade balance,2015,-1.29939931974983
2026-09-03T12:26:23Z,South Africa,ZAF,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Diagnosis Ch.1.3 — trade balance,2014,-1.498335448365
2026-09-03T12:26:23Z,South Africa,ZAF,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Diagnosis Ch.1.3 — trade balance,2013,-2.11646698932911
2026-09-03T12:26:23Z,South Africa,ZAF,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Diagnosis Ch.1.3 — trade balance,2012,-1.3043188057987
2026-09-03T12:26:23Z,South Africa,ZAF,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Diagnosis Ch.1.3 — trade balance,2011,0.759946504853332
2026-09-03T12:26:23Z,South Africa,ZAF,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Diagnosis Ch.1.3 — trade balance,2010,1.16074809084438
2026-09-03T12:26:23Z,Botswana,BWA,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),Diagnosis Ch.1.3/1.6 — export capacity,2025,32.0337480184486
2026-09-03T12:26:23Z,Botswana,BWA,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),Diagnosis Ch.1.3/1.6 — export capacity,2024,27.0767041570041
2026-09-03T12:26:23Z,Botswana,BWA,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),Diagnosis Ch.1.3/1.6 — export capacity,2023,32.8968928794687
2026-09-03T12:26:23Z,Botswana,BWA,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),Diagnosis Ch.1.3/1.6 — export capacity,2022,43.4790657146074
2026-09-03T12:26:23Z,Botswana,BWA,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),Diagnosis Ch.1.3/1.6 — export capacity,2021,41.7739949800303
2026-09-03T12:26:23Z,Botswana,BWA,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),Diagnosis Ch.1.3/1.6 — export capacity,2020,31.2509978367083
2026-09-03T12:26:23Z,Botswana,BWA,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),Diagnosis Ch.1.3/1.6 — export capacity,2019,37.0878176552067
2026-09-03T12:26:23Z,Botswana,BWA,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),Diagnosis Ch.1.3/1.6 — export capacity,2018,44.2281439237392
2026-09-03T12:26:23Z,Botswana,BWA,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),Diagnosis Ch.1.3/1.6 — export capacity,2017,42.9200424885539
2026-09-03T12:26:23Z,Botswana,BWA,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),Diagnosis Ch.1.3/1.6 — export capacity,2016,54.6113547604529
2026-09-03T12:26:23Z,Botswana,BWA,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),Diagnosis Ch.1.3/1.6 — export capacity,2015,53.0908973428197
2026-09-03T12:26:23Z,Botswana,BWA,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),Diagnosis Ch.1.3/1.6 — export capacity,2014,61.2829678934065
